"","Term","Frequence","name"
"2263","far",1,"AndrewJackson"
"2273","favor",1,"AndrewJackson"
"2293","feel",1,"AndrewJackson"
"2314","fervent",1,"AndrewJackson"
"2323","field",1,"AndrewJackson"
"2343","find",1,"AndrewJackson"
"2363","first",1,"AndrewJackson"
"2373","fix",1,"AndrewJackson"
"2383","flag",1,"AndrewJackson"
"2393","flow",1,"AndrewJackson"
"2403","foe",1,"AndrewJackson"
"2414","follow",1,"AndrewJackson"
"2433","forc",1,"AndrewJackson"
"2453","forev",1,"AndrewJackson"
"2463","form",1,"AndrewJackson"
"2473","format",1,"AndrewJackson"
"2483","fort",1,"AndrewJackson"
"2493","forth",1,"AndrewJackson"
"2503","foster",1,"AndrewJackson"
"2543","freedom",1,"AndrewJackson"
"2553","freeman",1,"AndrewJackson"
"2563","freemen",1,"AndrewJackson"
"2573","friendship",1,"AndrewJackson"
"2583","frown",1,"AndrewJackson"
"2593","fulfil",1,"AndrewJackson"
"2603","full",1,"AndrewJackson"
"2615","function",1,"AndrewJackson"
"2623","gallant",1,"AndrewJackson"
"2673","gracious",1,"AndrewJackson"
"2683","gradual",1,"AndrewJackson"
"2693","grant",1,"AndrewJackson"
"2723","greater",1,"AndrewJackson"
"2733","habit",1,"AndrewJackson"
"2763","head",1,"AndrewJackson"
"2773","heart",1,"AndrewJackson"
"2783","held",1,"AndrewJackson"
"2793","high",1,"AndrewJackson"
"2823","human",1,"AndrewJackson"
"2843","illustri",1,"AndrewJackson"
"2853","imbib",1,"AndrewJackson"
"2863","impair",1,"AndrewJackson"
"2873","impenetr",1,"AndrewJackson"
"2893","impost",1,"AndrewJackson"
"2903","impoverish",1,"AndrewJackson"
"2933","incalcul",1,"AndrewJackson"
"2943","incompat",1,"AndrewJackson"
"2953","incompet",1,"AndrewJackson"
"2963","inconsider",1,"AndrewJackson"
"2993","inde",1,"AndrewJackson"
"3014","indian",1,"AndrewJackson"
"3023","indign",1,"AndrewJackson"
"3033","indirect",1,"AndrewJackson"
"3043","individu",1,"AndrewJackson"
"3053","induc",1,"AndrewJackson"
"3063","indulg",1,"AndrewJackson"
"3073","inevit",1,"AndrewJackson"
"3093","injuri",1,"AndrewJackson"
"3105","inscrib",1,"AndrewJackson"
"3123","institut",1,"AndrewJackson"
"3133","instruct",1,"AndrewJackson"
"3143","instrument",1,"AndrewJackson"
"3153","insur",1,"AndrewJackson"
"3173","intellig",1,"AndrewJackson"
"3215","introduct",1,"AndrewJackson"
"3223","invalu",1,"AndrewJackson"
"3233","invinc",1,"AndrewJackson"
"3243","jealous",1,"AndrewJackson"
"3253","judg",1,"AndrewJackson"
"3273","justic",1,"AndrewJackson"
"3283","keep",1,"AndrewJackson"
"3293","kept",1,"AndrewJackson"
"3303","kind",1,"AndrewJackson"
"3315","knowledg",1,"AndrewJackson"
"3323","last",1,"AndrewJackson"
"3343","lawgiv",1,"AndrewJackson"
"3363","leader",1,"AndrewJackson"
"3373","learn",1,"AndrewJackson"
"3383","left",1,"AndrewJackson"
"3393","legibl",1,"AndrewJackson"
"3403","legion",1,"AndrewJackson"
"3415","legislatur",1,"AndrewJackson"
"3423","lend",1,"AndrewJackson"
"3473","life",1,"AndrewJackson"
"3483","light",1,"AndrewJackson"
"3503","link",1,"AndrewJackson"
"3515","list",1,"AndrewJackson"
"3523","local",1,"AndrewJackson"
"3543","look",1,"AndrewJackson"
"3563","made",1,"AndrewJackson"
"3573","magnitud",1,"AndrewJackson"
"3615","mani",1,"AndrewJackson"
"3623","mankind",1,"AndrewJackson"
"3633","manner",1,"AndrewJackson"
"3643","manufactur",1,"AndrewJackson"
"3653","mass",1,"AndrewJackson"
"3663","maxim",1,"AndrewJackson"
"3683","mean",1,"AndrewJackson"
"3703","member",1,"AndrewJackson"
"3715","men",1,"AndrewJackson"
"3723","mention",1,"AndrewJackson"
"3733","merci",1,"AndrewJackson"
"3763","million",1,"AndrewJackson"
"3783","minor",1,"AndrewJackson"
"3803","mortif",1,"AndrewJackson"
"3833","natur",1,"AndrewJackson"
"3853","navig",1,"AndrewJackson"
"3863","necess",1,"AndrewJackson"
"3883","need",1,"AndrewJackson"
"3903","none",1,"AndrewJackson"
"3933","numberless",1,"AndrewJackson"
"3943","oath",1,"AndrewJackson"
"3963","oblig",1,"AndrewJackson"
"3983","obstruct",1,"AndrewJackson"
"4003","occasion",1,"AndrewJackson"
"4014","occur",1,"AndrewJackson"
"4023","offer",1,"AndrewJackson"
"4053","omit",1,"AndrewJackson"
"4063","oper",1,"AndrewJackson"
"4083","ordain",1,"AndrewJackson"
"4093","overlook",1,"AndrewJackson"
"4105","overrul",1,"AndrewJackson"
"4115","pain",1,"AndrewJackson"
"4123","palladium",1,"AndrewJackson"
"4153","particular",1,"AndrewJackson"
"4163","pass",1,"AndrewJackson"
"4183","patronag",1,"AndrewJackson"
"4203","peculiar",1,"AndrewJackson"
"4253","person",1,"AndrewJackson"
"4263","philanthropist",1,"AndrewJackson"
"4283","plain",1,"AndrewJackson"
"4293","plenti",1,"AndrewJackson"
"4303","point",1,"AndrewJackson"
"4333","popul",1,"AndrewJackson"
"4353","possess",1,"AndrewJackson"
"4363","poster",1,"AndrewJackson"
"4383","practic",1,"AndrewJackson"
"4393","prayer",1,"AndrewJackson"
"4403","predecessor",1,"AndrewJackson"
"4415","preparatori",1,"AndrewJackson"
"4423","prescrib",1,"AndrewJackson"
"4453","presid",1,"AndrewJackson"
"4463","press",1,"AndrewJackson"
"4483","privat",1,"AndrewJackson"
"4493","product",1,"AndrewJackson"
"4503","profligaci",1,"AndrewJackson"
"4514","profus",1,"AndrewJackson"
"4523","progress",1,"AndrewJackson"
"4543","prompt",1,"AndrewJackson"
"4563","properti",1,"AndrewJackson"
"4583","prosper",1,"AndrewJackson"
"4593","protect",1,"AndrewJackson"
"4614","prudenc",1,"AndrewJackson"
"4633","purpos",1,"AndrewJackson"
"4653","qualif",1,"AndrewJackson"
"4663","rais",1,"AndrewJackson"
"4673","rather",1,"AndrewJackson"
"4693","real",1,"AndrewJackson"
"4703","realiz",1,"AndrewJackson"
"4715","recent",1,"AndrewJackson"
"4723","recommend",1,"AndrewJackson"
"4733","reconcil",1,"AndrewJackson"
"4773","relat",1,"AndrewJackson"
"4783","relianc",1,"AndrewJackson"
"4793","remain",1,"AndrewJackson"
"4803","render",1,"AndrewJackson"
"4815","renew",1,"AndrewJackson"
"4823","repres",1,"AndrewJackson"
"4853","requisit",1,"AndrewJackson"
"4863","reserv",1,"AndrewJackson"
"4883","respons",1,"AndrewJackson"
"4903","restraint",1,"AndrewJackson"
"4923","return",1,"AndrewJackson"
"4943","rever",1,"AndrewJackson"
"4953","revolut",1,"AndrewJackson"
"4973","rule",1,"AndrewJackson"
"4993","sacrific",1,"AndrewJackson"
"5003","safeguard",1,"AndrewJackson"
"5014","safeti",1,"AndrewJackson"
"5023","salutari",1,"AndrewJackson"
"5033","scienc",1,"AndrewJackson"
"5043","search",1,"AndrewJackson"
"5053","section",1,"AndrewJackson"
"5063","secur",1,"AndrewJackson"
"5073","see",1,"AndrewJackson"
"5083","seek",1,"AndrewJackson"
"5093","seem",1,"AndrewJackson"
"5115","sensibl",1,"AndrewJackson"
"5123","sentiment",1,"AndrewJackson"
"5183","simplic",1,"AndrewJackson"
"5203","sincer",1,"AndrewJackson"
"5214","situat",1,"AndrewJackson"
"5223","skill",1,"AndrewJackson"
"5233","smaller",1,"AndrewJackson"
"5243","societi",1,"AndrewJackson"
"5253","soldier",1,"AndrewJackson"
"5283","sometim",1,"AndrewJackson"
"5293","somewhat",1,"AndrewJackson"
"5303","son",1,"AndrewJackson"
"5315","soon",1,"AndrewJackson"
"5323","sooner",1,"AndrewJackson"
"5333","sovereign",1,"AndrewJackson"
"5343","speak",1,"AndrewJackson"
"5353","specif",1,"AndrewJackson"
"5363","sphere",1,"AndrewJackson"
"5383","stake",1,"AndrewJackson"
"5415","station",1,"AndrewJackson"
"5423","steadili",1,"AndrewJackson"
"5443","strict",1,"AndrewJackson"
"5453","studi",1,"AndrewJackson"
"5473","submiss",1,"AndrewJackson"
"5483","submit",1,"AndrewJackson"
"5493","subordin",1,"AndrewJackson"
"5515","suffrag",1,"AndrewJackson"
"5523","suggest",1,"AndrewJackson"
"5533","superintend",1,"AndrewJackson"
"5543","supplic",1,"AndrewJackson"
"5563","surround",1,"AndrewJackson"
"5573","suspicion",1,"AndrewJackson"
"5603","talent",1,"AndrewJackson"
"5623","tax",1,"AndrewJackson"
"5643","tend",1,"AndrewJackson"
"5653","tendenc",1,"AndrewJackson"
"5673","thank",1,"AndrewJackson"
"5703","think",1,"AndrewJackson"
"5715","thus",1,"AndrewJackson"
"5723","tie",1,"AndrewJackson"
"5733","till",1,"AndrewJackson"
"5753","togeth",1,"AndrewJackson"
"5763","toward",1,"AndrewJackson"
"5773","trade",1,"AndrewJackson"
"5783","transcend",1,"AndrewJackson"
"5793","transmit",1,"AndrewJackson"
"5803","tribe",1,"AndrewJackson"
"5823","truth",1,"AndrewJackson"
"5833","twenti",1,"AndrewJackson"
"5843","two",1,"AndrewJackson"
"5853","unadjust",1,"AndrewJackson"
"5863","unavoid",1,"AndrewJackson"
"5873","undertak",1,"AndrewJackson"
"5883","unfaith",1,"AndrewJackson"
"5893","unimpair",1,"AndrewJackson"
"5923","unnecessari",1,"AndrewJackson"
"5933","unsolicit",1,"AndrewJackson"
"5943","upheld",1,"AndrewJackson"
"5973","vener",1,"AndrewJackson"
"5983","vicissitud",1,"AndrewJackson"
"5993","victori",1,"AndrewJackson"
"6015","virtu",1,"AndrewJackson"
"6023","want",1,"AndrewJackson"
"6033","war",1,"AndrewJackson"
"6053","well",1,"AndrewJackson"
"6063","whatev",1,"AndrewJackson"
"6104","wise",1,"AndrewJackson"
"6153","wrong",1,"AndrewJackson"
"6163","year",1,"AndrewJackson"
"6173","yield",1,"AndrewJackson"
"6183","zeal",1,"AndrewJackson"
"6193","zealous",1,"AndrewJackson"
"6105","account",2,"AndrewJackson"
"1015","act",2,"AndrewJackson"
"1114","action",2,"AndrewJackson"
"1215","adequ",2,"AndrewJackson"
"1515","administr",2,"AndrewJackson"
"1615","admonish",2,"AndrewJackson"
"1815","advanc",2,"AndrewJackson"
"2315","aid",2,"AndrewJackson"
"2415","aim",2,"AndrewJackson"
"2914","american",2,"AndrewJackson"
"3015","among",2,"AndrewJackson"
"3814","appoint",2,"AndrewJackson"
"4015","appropri",2,"AndrewJackson"
"4515","arm",2,"AndrewJackson"
"4615","armi",2,"AndrewJackson"
"5015","attain",2,"AndrewJackson"
"5215","attent",2,"AndrewJackson"
"6213","best",2,"AndrewJackson"
"6613","branch",2,"AndrewJackson"
"7513","care",2,"AndrewJackson"
"7613","caus",2,"AndrewJackson"
"7813","charact",2,"AndrewJackson"
"903","communic",2,"AndrewJackson"
"915","communiti",2,"AndrewJackson"
"933","compromis",2,"AndrewJackson"
"943","concern",2,"AndrewJackson"
"1053","congress",2,"AndrewJackson"
"1063","connect",2,"AndrewJackson"
"1093","consid",2,"AndrewJackson"
"1115","consist",2,"AndrewJackson"
"1133","constant",2,"AndrewJackson"
"1233","counteract",2,"AndrewJackson"
"1263","cours",2,"AndrewJackson"
"1423","defend",2,"AndrewJackson"
"1453","delic",2,"AndrewJackson"
"1593","diffid",2,"AndrewJackson"
"1623","direct",2,"AndrewJackson"
"1633","discharg",2,"AndrewJackson"
"1663","display",2,"AndrewJackson"
"1693","distant",2,"AndrewJackson"
"1793","economi",2,"AndrewJackson"
"1863","encroach",2,"AndrewJackson"
"1873","end",2,"AndrewJackson"
"1883","endeavor",2,"AndrewJackson"
"1923","enlarg",2,"AndrewJackson"
"1953","equal",2,"AndrewJackson"
"2003","even",2,"AndrewJackson"
"2123","exist",2,"AndrewJackson"
"2133","expenditur",2,"AndrewJackson"
"2143","experi",2,"AndrewJackson"
"2173","extent",2,"AndrewJackson"
"2243","faith",2,"AndrewJackson"
"2333","final",2,"AndrewJackson"
"2353","firm",2,"AndrewJackson"
"2423","forbear",2,"AndrewJackson"
"2523","four",2,"AndrewJackson"
"2533","free",2,"AndrewJackson"
"2643","give",2,"AndrewJackson"
"2703","gratitud",2,"AndrewJackson"
"2803","honor",2,"AndrewJackson"
"2815","hope",2,"AndrewJackson"
"2833","humbl",2,"AndrewJackson"
"2915","impress",2,"AndrewJackson"
"2923","improv",2,"AndrewJackson"
"2973","increas",2,"AndrewJackson"
"2983","inculc",2,"AndrewJackson"
"3083","infanc",2,"AndrewJackson"
"3115","inspir",2,"AndrewJackson"
"3163","integr",2,"AndrewJackson"
"3183","intent",2,"AndrewJackson"
"3203","intern",2,"AndrewJackson"
"3353","lead",2,"AndrewJackson"
"3433","lesson",2,"AndrewJackson"
"3493","limit",2,"AndrewJackson"
"3553","loss",2,"AndrewJackson"
"3583","maintain",2,"AndrewJackson"
"3603","manag",2,"AndrewJackson"
"3693","measur",2,"AndrewJackson"
"3753","militia",2,"AndrewJackson"
"3843","navi",2,"AndrewJackson"
"3873","necessarili",2,"AndrewJackson"
"3923","number",2,"AndrewJackson"
"3993","occas",2,"AndrewJackson"
"4043","offici",2,"AndrewJackson"
"4073","opinion",2,"AndrewJackson"
"4133","part",2,"AndrewJackson"
"4143","partial",2,"AndrewJackson"
"4173","patriot",2,"AndrewJackson"
"4223","perform",2,"AndrewJackson"
"4233","perhap",2,"AndrewJackson"
"4243","period",2,"AndrewJackson"
"4273","place",2,"AndrewJackson"
"4343","portion",2,"AndrewJackson"
"4473","principl",2,"AndrewJackson"
"4573","proport",2,"AndrewJackson"
"4603","provid",2,"AndrewJackson"
"4683","readi",2,"AndrewJackson"
"4743","reform",2,"AndrewJackson"
"4753","regard",2,"AndrewJackson"
"4763","regul",2,"AndrewJackson"
"4833","republ",2,"AndrewJackson"
"4843","requir",2,"AndrewJackson"
"4873","respect",2,"AndrewJackson"
"4915","result",2,"AndrewJackson"
"4983","sacr",2,"AndrewJackson"
"5105","select",2,"AndrewJackson"
"5133","separ",2,"AndrewJackson"
"5153","sever",2,"AndrewJackson"
"5173","share",2,"AndrewJackson"
"5193","sinc",2,"AndrewJackson"
"5273","solicitud",2,"AndrewJackson"
"5373","spirit",2,"AndrewJackson"
"5433","strengthen",2,"AndrewJackson"
"5503","success",2,"AndrewJackson"
"5615","task",2,"AndrewJackson"
"5633","teach",2,"AndrewJackson"
"5683","therebi",2,"AndrewJackson"
"5814","trust",2,"AndrewJackson"
"5963","various",2,"AndrewJackson"
"6043","watch",2,"AndrewJackson"
"6093","wisdom",2,"AndrewJackson"
"6133","world",2,"AndrewJackson"
"6143","worth",2,"AndrewJackson"
"2105","abil",3,"AndrewJackson"
"1415","administ",3,"AndrewJackson"
"5815","becom",3,"AndrewJackson"
"7313","call",3,"AndrewJackson"
"1106","consider",3,"AndrewJackson"
"1343","danger",3,"AndrewJackson"
"1523","desir",3,"AndrewJackson"
"1853","encourag",3,"AndrewJackson"
"2015","event",3,"AndrewJackson"
"2083","execut",3,"AndrewJackson"
"2515","found",3,"AndrewJackson"
"2743","hand",3,"AndrewJackson"
"3003","independ",3,"AndrewJackson"
"3333","law",3,"AndrewJackson"
"3443","let",3,"AndrewJackson"
"3453","liber",3,"AndrewJackson"
"3593","make",3,"AndrewJackson"
"3773","mind",3,"AndrewJackson"
"3793","money",3,"AndrewJackson"
"3893","never",3,"AndrewJackson"
"4033","offic",3,"AndrewJackson"
"4323","polit",3,"AndrewJackson"
"4643","pursu",3,"AndrewJackson"
"4893","rest",3,"AndrewJackson"
"4933","revenu",3,"AndrewJackson"
"5143","servic",3,"AndrewJackson"
"5463","subject",3,"AndrewJackson"
"5583","system",3,"AndrewJackson"
"5593","take",3,"AndrewJackson"
"5663","term",3,"AndrewJackson"
"5693","therefor",3,"AndrewJackson"
"5743","time",3,"AndrewJackson"
"6003","view",3,"AndrewJackson"
"6073","whose",3,"AndrewJackson"
"6115","within",3,"AndrewJackson"
"1003","confid",4,"AndrewJackson"
"2443","foreign",4,"AndrewJackson"
"2715","great",4,"AndrewJackson"
"2753","happi",4,"AndrewJackson"
"3533","long",4,"AndrewJackson"
"3743","militari",4,"AndrewJackson"
"3915","now",4,"AndrewJackson"
"3953","object",4,"AndrewJackson"
"3973","observ",4,"AndrewJackson"
"4315","polici",4,"AndrewJackson"
"4433","present",4,"AndrewJackson"
"4553","proper",4,"AndrewJackson"
"5263","solemn",4,"AndrewJackson"
"5393","stand",4,"AndrewJackson"
"6123","without",4,"AndrewJackson"
"8313","citizen",5,"AndrewJackson"
"1243","countri",5,"AndrewJackson"
"2093","exercis",5,"AndrewJackson"
"2163","express",5,"AndrewJackson"
"2283","feder",5,"AndrewJackson"
"2303","fellow",5,"AndrewJackson"
"3193","interest",5,"AndrewJackson"
"3263","just",5,"AndrewJackson"
"4193","peac",5,"AndrewJackson"
"4533","promot",5,"AndrewJackson"
"5553","support",5,"AndrewJackson"
"5915","unit",5,"AndrewJackson"
"5953","upon",5,"AndrewJackson"
"1153","continu",6,"AndrewJackson"
"2653","good",6,"AndrewJackson"
"2883","import",6,"AndrewJackson"
"3463","liberti",6,"AndrewJackson"
"3815","must",6,"AndrewJackson"
"1773","duti",7,"AndrewJackson"
"4963","right",7,"AndrewJackson"
"7413","can",8,"AndrewJackson"
"1143","constitut",8,"AndrewJackson"
"3673","may",8,"AndrewJackson"
"3823","nation",8,"AndrewJackson"
"2633","general",9,"AndrewJackson"
"4443","preserv",9,"AndrewJackson"
"5163","shall",9,"AndrewJackson"
"5903","union",10,"AndrewJackson"
"4623","public",11,"AndrewJackson"
"4215","peopl",13,"AndrewJackson"
"5403","state",13,"AndrewJackson"
"4373","power",15,"AndrewJackson"
"6083","will",22,"AndrewJackson"
"2663","govern",23,"AndrewJackson"
"1107","abandon",1,"BarackObama"
"2106","abil",1,"BarackObama"
"3106","abroad",1,"BarackObama"
"4106","absolut",1,"BarackObama"
"5106","accept",1,"BarackObama"
"6106","account",1,"BarackObama"
"7104","achiev",1,"BarackObama"
"1216","adversari",1,"BarackObama"
"1316","affirm",1,"BarackObama"
"1516","afghanistan",1,"BarackObama"
"1616","africa",1,"BarackObama"
"1916","agre",1,"BarackObama"
"2016","aim",1,"BarackObama"
"2116","alarm",1,"BarackObama"
"2216","allegi",1,"BarackObama"
"2516","along",1,"BarackObama"
"2616","alongsid",1,"BarackObama"
"2716","alreadi",1,"BarackObama"
"3316","american—i",1,"BarackObama"
"3416","amidst",1,"BarackObama"
"3516","among",1,"BarackObama"
"3616","ancestor",1,"BarackObama"
"3716","anchor",1,"BarackObama"
"3816","ancient",1,"BarackObama"
"3916","anew",1,"BarackObama"
"4016","anoth",1,"BarackObama"
"4216","anybodi",1,"BarackObama"
"4316","anyon",1,"BarackObama"
"4416","apolog",1,"BarackObama"
"4516","appalachia",1,"BarackObama"
"4616","appli",1,"BarackObama"
"4716","argument",1,"BarackObama"
"4816","arlington",1,"BarackObama"
"4916","arm",1,"BarackObama"
"5016","around",1,"BarackObama"
"5116","articul",1,"BarackObama"
"5216","asia",1,"BarackObama"
"5316","asid",1,"BarackObama"
"5416","ask",1,"BarackObama"
"5516","assur",1,"BarackObama"
"5616","author",1,"BarackObama"
"5716","avoid",1,"BarackObama"
"5816","away",1,"BarackObama"
"5916","awesom",1,"BarackObama"
"6214","band",1,"BarackObama"
"6314","bare",1,"BarackObama"
"6414","base",1,"BarackObama"
"6514","basic",1,"BarackObama"
"6614","battl",1,"BarackObama"
"6714","bear",1,"BarackObama"
"7014","begun",1,"BarackObama"
"7114","behalf",1,"BarackObama"
"7214","belief",1,"BarackObama"
"7414","beneath",1,"BarackObama"
"7514","bestow",1,"BarackObama"
"7614","betray",1,"BarackObama"
"7814","biden",1,"BarackObama"
"8014","bigger",1,"BarackObama"
"8314","birthright",1,"BarackObama"
"8414","bitter",1,"BarackObama"
"8514","blame",1,"BarackObama"
"8610","bleakest",1,"BarackObama"
"8910","bodi",1,"BarackObama"
"9010","bold",1,"BarackObama"
"9110","border",1,"BarackObama"
"9310","bound",1,"BarackObama"
"9410","boundari",1,"BarackObama"
"9610","break",1,"BarackObama"
"9810","bright",1,"BarackObama"
"10010","brink",1,"BarackObama"
"10110","broad",1,"BarackObama"
"10210","broken",1,"BarackObama"
"10310","brother",1,"BarackObama"
"1054","built",1,"BarackObama"
"1064","bush",1,"BarackObama"
"1094","came",1,"BarackObama"
"1108","campfir",1,"BarackObama"
"1124","cap",1,"BarackObama"
"1154","capitol",1,"BarackObama"
"1164","car",1,"BarackObama"
"1194","cast",1,"BarackObama"
"1204","caus",1,"BarackObama"
"1217","cede",1,"BarackObama"
"1234","central",1,"BarackObama"
"1254","certain",1,"BarackObama"
"1294","chapter",1,"BarackObama"
"1334","cherish",1,"BarackObama"
"1344","chief",1,"BarackObama"
"1364","childish",1,"BarackObama"
"1404","chosen",1,"BarackObama"
"1416","christian",1,"BarackObama"
"1424","citi",1,"BarackObama"
"1444","citizenship",1,"BarackObama"
"1454","civil",1,"BarackObama"
"1464","claim",1,"BarackObama"
"1474","class",1,"BarackObama"
"1484","clean",1,"BarackObama"
"1494","climat",1,"BarackObama"
"1504","cling",1,"BarackObama"
"1517","cloud",1,"BarackObama"
"1524","code",1,"BarackObama"
"1534","coldest",1,"BarackObama"
"1564","color",1,"BarackObama"
"1584","command",1,"BarackObama"
"1644","competit",1,"BarackObama"
"1664","concord",1,"BarackObama"
"1674","confer",1,"BarackObama"
"1704","congress",1,"BarackObama"
"1716","conscienc",1,"BarackObama"
"1724","consequ",1,"BarackObama"
"1734","consid",1,"BarackObama"
"1754","constitut",1,"BarackObama"
"1784","contour",1,"BarackObama"
"1794","control",1,"BarackObama"
"1804","convict",1,"BarackObama"
"1824","corner",1,"BarackObama"
"1834","corrupt",1,"BarackObama"
"1874","cours",1,"BarackObama"
"1894","creator",1,"BarackObama"
"1917","crippl",1,"BarackObama"
"1924","crise",1,"BarackObama"
"1944","crop",1,"BarackObama"
"1954","cultur",1,"BarackObama"
"1964","cure",1,"BarackObama"
"1974","curios",1,"BarackObama"
"1984","current",1,"BarackObama"
"1994","cut",1,"BarackObama"
"2004","cynic",1,"BarackObama"
"2024","dark",1,"BarackObama"
"2034","darkest",1,"BarackObama"
"2044","data",1,"BarackObama"
"2054","daughter",1,"BarackObama"
"2084","decad",1,"BarackObama"
"2094","deceit",1,"BarackObama"
"2107","decent",1,"BarackObama"
"2117","decid",1,"BarackObama"
"2144","declin",1,"BarackObama"
"2154","dedic",1,"BarackObama"
"2164","defeat",1,"BarackObama"
"2174","defend",1,"BarackObama"
"2194","deficit",1,"BarackObama"
"2217","delay",1,"BarackObama"
"2224","deliv",1,"BarackObama"
"2254","deni",1,"BarackObama"
"2274","depth",1,"BarackObama"
"2284","describ",1,"BarackObama"
"2294","desert",1,"BarackObama"
"2316","destini",1,"BarackObama"
"2324","destroy",1,"BarackObama"
"2344","detroit",1,"BarackObama"
"2354","devast",1,"BarackObama"
"2394","digit",1,"BarackObama"
"2404","dignifi",1,"BarackObama"
"2424","disabl",1,"BarackObama"
"2434","discord",1,"BarackObama"
"2444","discov",1,"BarackObama"
"2454","dissent",1,"BarackObama"
"2464","dissolv",1,"BarackObama"
"2474","distant",1,"BarackObama"
"2484","distinguish",1,"BarackObama"
"2494","divers",1,"BarackObama"
"2517","doer",1,"BarackObama"
"2524","dogma",1,"BarackObama"
"2534","dollar",1,"BarackObama"
"2544","domest",1,"BarackObama"
"2564","doubt",1,"BarackObama"
"2574","draft",1,"BarackObama"
"2594","dream",1,"BarackObama"
"2604","drive",1,"BarackObama"
"2617","drought",1,"BarackObama"
"2624","durabl",1,"BarackObama"
"2634","durat",1,"BarackObama"
"2644","dust",1,"BarackObama"
"2664","earlier",1,"BarackObama"
"2694","easili",1,"BarackObama"
"2704","east",1,"BarackObama"
"2734","effect",1,"BarackObama"
"2754","electr",1,"BarackObama"
"2774","eman",1,"BarackObama"
"2784","embodi",1,"BarackObama"
"2794","embrac",1,"BarackObama"
"2804","emerg",1,"BarackObama"
"2816","empow",1,"BarackObama"
"2834","endless",1,"BarackObama"
"2844","endow",1,"BarackObama"
"2884","engag",1,"BarackObama"
"2894","engin",1,"BarackObama"
"2904","enjoy",1,"BarackObama"
"2916","enlist",1,"BarackObama"
"2924","ensur",1,"BarackObama"
"2934","enterpris",1,"BarackObama"
"2944","entitl",1,"BarackObama"
"2954","entrust",1,"BarackObama"
"2974","equal—i",1,"BarackObama"
"2984","equip",1,"BarackObama"
"3016","ever",1,"BarackObama"
"3034","everywher",1,"BarackObama"
"3054","exact",1,"BarackObama"
"3064","exampl",1,"BarackObama"
"3074","exceptional—what",1,"BarackObama"
"3094","exercis",1,"BarackObama"
"3116","expedi",1,"BarackObama"
"3124","expel",1,"BarackObama"
"3174","factori",1,"BarackObama"
"3204","faintheart",1,"BarackObama"
"3234","fall",1,"BarackObama"
"3244","fallen",1,"BarackObama"
"3264","falter",1,"BarackObama"
"3274","fame",1,"BarackObama"
"3304","farm",1,"BarackObama"
"3324","fate",1,"BarackObama"
"3344","favor",1,"BarackObama"
"3384","fiction",1,"BarackObama"
"3394","fidel",1,"BarackObama"
"3404","fight",1,"BarackObama"
"3424","final",1,"BarackObama"
"3444","fire",1,"BarackObama"
"3454","firefight",1,"BarackObama"
"3464","firm",1,"BarackObama"
"3474","fist",1,"BarackObama"
"3484","fix",1,"BarackObama"
"3494","flag",1,"BarackObama"
"3504","flame",1,"BarackObama"
"3517","flourish",1,"BarackObama"
"3524","flow",1,"BarackObama"
"3534","foe",1,"BarackObama"
"3544","follow",1,"BarackObama"
"3554","footprint",1,"BarackObama"
"3584","forest",1,"BarackObama"
"3604","forg",1,"BarackObama"
"3617","forgotten",1,"BarackObama"
"3624","former",1,"BarackObama"
"3644","forti",1,"BarackObama"
"3664","fought",1,"BarackObama"
"3684","foundat",1,"BarackObama"
"3694","four",1,"BarackObama"
"3734","friends—and",1,"BarackObama"
"3744","fuel",1,"BarackObama"
"3754","full",1,"BarackObama"
"3784","gave",1,"BarackObama"
"3794","gay",1,"BarackObama"
"3817","generos",1,"BarackObama"
"3824","gettysburg",1,"BarackObama"
"3844","girl",1,"BarackObama"
"3874","glad",1,"BarackObama"
"3924","grace",1,"BarackObama"
"3934","grandest",1,"BarackObama"
"3944","grate",1,"BarackObama"
"3954","gratitud",1,"BarackObama"
"3984","greatest",1,"BarackObama"
"3994","greed",1,"BarackObama"
"4004","grid",1,"BarackObama"
"4017","grievanc",1,"BarackObama"
"4024","gross",1,"BarackObama"
"4034","ground",1,"BarackObama"
"4054","growth",1,"BarackObama"
"4064","grudg",1,"BarackObama"
"4074","guardian",1,"BarackObama"
"4084","guest",1,"BarackObama"
"4107","habit",1,"BarackObama"
"4124","hall",1,"BarackObama"
"4174","harder",1,"BarackObama"
"4217","hazard",1,"BarackObama"
"4254","heir",1,"BarackObama"
"4264","held",1,"BarackObama"
"4284","henc",1,"BarackObama"
"4294","heritag",1,"BarackObama"
"4304","hero",1,"BarackObama"
"4317","high",1,"BarackObama"
"4324","higher",1,"BarackObama"
"4334","highway",1,"BarackObama"
"4344","hill",1,"BarackObama"
"4354","hindus",1,"BarackObama"
"4374","hold",1,"BarackObama"
"4394","honest",1,"BarackObama"
"4404","honesti",1,"BarackObama"
"4417","honor",1,"BarackObama"
"4434","horizon",1,"BarackObama"
"4454","huddl",1,"BarackObama"
"4484","humil",1,"BarackObama"
"4494","hungri",1,"BarackObama"
"4564","impact",1,"BarackObama"
"4574","imperfect",1,"BarackObama"
"4584","inadequ",1,"BarackObama"
"4594","inaugur",1,"BarackObama"
"4604","independ",1,"BarackObama"
"4617","indic",1,"BarackObama"
"4624","indiffer",1,"BarackObama"
"4644","induc",1,"BarackObama"
"4654","industri",1,"BarackObama"
